"","x"
"1",0.953927547044534
"2",0.953927547044534
"3",0.953927547044534
"4",0.953927547044534
"5",0.953927547044534
"6",0.953927547044534
"7",0.953927547044534
"8",0.953927547044534
"9",0.953927547044534
"10",0.972313973191709
"11",0.953927547044534
"12",0.953927547044534
"13",0.953927547044534
"14",0.964169898784553
"15",0.953927547044534
"16",0.953927547044534
"17",0.953927547044534
"18",0.953927547044534
"19",0.953927547044534
"20",0.953927547044534
"21",0.953927547044534
"22",0.953927547044534
"23",0.953927547044534
"24",0.953927547044534
"25",0.890217690643591
"26",0.990883330730814
"27",0.953927547044534
"28",0.953927547044534
"29",0.953927547044534
"30",0.953927547044534
"31",0.953927547044534
"32",0.953927547044534
"33",0.953927547044534
"34",0.953927547044534
"35",0.953927547044534
"36",0.953927547044534
"37",0.953927547044534
"38",0.953927547044534
"39",0.953927547044534
"40",0.953927547044534
"41",0.953927547044534
"42",0.953927547044534
"43",0.953927547044534
"44",0.890217690643591
"45",0.953927547044534
"46",0.953927547044534
"47",0.953927547044534
"48",0.953927547044534
"49",0.953927547044534
"50",0.953927547044534
"51",0.953927547044534
"52",0.953927547044534
"53",0.953927547044534
"54",0.953927547044534
"55",0.953927547044534
"56",0.953927547044534
"57",0.890217690643591
"58",0.953927547044534
