"","x"
"1",0.0282341716688602
"2",0.685259908672728
"3",0.0919410558229445
"4",0.25392173287209
"5",0.0180662695626745
"6",0.0365354590909653
"7",0.255437793325324
"8",0.337042199206492
"9",0.905847216287758
"10",0.665648716503576
"11",0.010105286350995
"12",0.020342012419931
"13",0.0619003631710059
"14",0.0914236213057287
"15",0.908816814804278
"16",0.304622338618722
"17",0.51079049155188
"18",0.339584606777374
"19",0.599951702668817
"20",0.817938058338376
"21",0.726661095128591
"22",0.0887340303362744
"23",0.779390398923968
"24",0.170984694809788
"25",0.478172513291152
"26",0.0954049351742123
"27",0.603462206602781
"28",0.888539862184972
"29",0.166879680890015
"30",0.172973142934589
"31",0.78385503274016
"32",0.80386842632614
"33",0.429876130958044
"34",0.761466908411186
"35",0.57492543645151
"36",0.812197305669273
"37",0.378850421121668
"38",0.186922241476573
"39",0.449324020634952
"40",0.940655423701161
"41",0.707860461967746
"42",0.810707031319565
"43",0.111810690520453
"44",0.340149605622206
"45",0.512059604398827
"46",0.840511761051936
"47",0.982423988268505
"48",0.214503396291914
"49",0.833842586601527
"50",0.234923755276548
"51",0.520858417906565
"52",0.0532657327117175
"53",0.786867346549374
"54",0.217681914565761
"55",0.722460295578457
"56",0.0141882907353636
"57",0.640171159022388
"58",0.149523226943705
